0 5 10
51 74 65
51 76 7
51 77 12
51 78 25
51 86 98
51 87 26
51 88 79
51 89 56
51 90 88
51 91 53
51 93 50
51 96 19
51 97 76
51 98 17
52 53 36
52 55 77
52 64 18
52 66 50
52 70 25
52 77 19
52 78 7
52 84 98
52 86 28
52 99 2
53 54 19
53 55 99
53 56 88
53 58 70
53 59 4
53 60 89
53 61 10
53 62 31
53 63 85
53 64 85
53 65 29
53 66 40
53 67 62
53 68 55
53 69 4
53 70 97
53 71 46
53 75 15
53 76 61
53 77 54
53 78 9
53 81 89
53 82 7
53 83 35
53 84 1
53 85 56
53 86 96
53 89 30
53 91 10
53 92 25
53 93 69
53 94 82
53 95 66
53 97 87
53 99 57
54 56 86
54 58 46
54 59 49
54 60 80
54 62 61
54 63 37
54 65 27
54 66 37
54 68 26
54 71 12
54 72 84
54 75 0
54 79 68
54 80 26
54 81 66
54 82 2
54 84 85
54 86 34
54 87 9
54 89 75
54 90 43
54 91 99
54 96 88
54 97 59
55 56 33
55 57 90
55 59 90
55 60 39
55 62 9
55 63 35
55 64 25
55 65 40
55 67 9
55 68 74
55 70 25
55 71 95
55 72 10
55 73 60
55 75 84
55 76 25
55 77 78
55 78 75
55 80 1
55 81 34
55 83 68
55 84 65
55 85 30
55 88 57
55 90 21
55 91 42
55 94 39
55 95 16
55 98 32
56 58 82
56 59 7
56 60 44
56 61 60
56 62 47
56 63 40
56 64 50
56 66 59
56 67 99
56 68 56
56 69 91
56 70 82
56 71 36
56 72 63
56 73 91
56 75 9
56 76 75
56 77 5
56 81 96
56 83 27
56 84 30
56 90 97
56 92 1
56 93 58
56 94 85
56 95 36
56 96 43
56 97 72
56 98 48
56 99 54
57 60 89
57 63 45
57 64 76
57 66 78
57 73 28
57 80 10
57 84 65
57 87 77
57 88 43
57 91 78
57 92 11
57 93 83
57 96 24
57 98 80
57 99 51
58 60 11
58 61 96
58 63 35
58 69 1
58 70 80
58 71 4
58 73 80
58 75 45
58 81 88
58 86 0
58 92 41
58 93 23
58 95 17
58 99 80
59 63 31
59 70 20
59 72 19
59 77 80
59 78 61
59 80 65
59 81 11
59 90 82
59 95 95
59 96 71
60 61 40
60 62 59
60 63 9
60 64 41
60 65 53
60 67 33
60 68 69
60 69 98
60 71 41
60 73 46
60 74 92
60 76 45
60 77 95
60 78 69
60 79 31
60 81 55
60 82 49
60 84 94
60 85 48
60 86 8
60 90 85
60 92 89
60 94 89
60 95 40
60 97 90
60 98 39
61 63 24
61 70 26
61 71 22
61 73 31
61 75 65
61 78 83
61 79 91
61 80 85
61 81 16
61 84 13
61 97 19
61 99 73
62 63 42
62 66 53
62 67 90
62 70 72
62 71 30
62 72 2
62 73 79
62 76 91
62 84 24
62 86 1
62 89 0
62 92 17
62 93 38
62 94 34
62 96 68
62 97 13
62 99 71
63 65 37
63 66 26
63 69 40
63 73 81
63 77 59
63 80 10
63 81 99
63 84 16
63 85 77
63 87 26
63 90 15
63 91 22
63 93 55
63 94 49
63 96 9
63 98 99
63 99 6
64 66 53
64 67 99
64 68 39
64 70 65
64 71 7
64 73 73
64 75 97
64 82 17
64 84 63
64 85 76
64 87 84
64 93 61
64 94 48
64 96 77
64 97 98
65 66 42
65 67 10
65 68 55
65 70 85
65 71 89
65 72 44
65 73 66
65 74 7
65 75 67
65 76 39
65 77 15
65 79 17
65 80 26
65 81 66
65 82 26
65 83 51
65 84 49
65 86 26
65 89 80
65 91 85
65 95 51
65 97 40
65 99 20
66 67 78
66 68 31
66 69 4
66 70 23
66 71 67
66 72 59
66 73 20
66 74 97
66 75 57
66 77 46
66 79 77
66 80 64
66 81 47
66 84 10
66 85 58
66 86 59
66 89 54
66 90 37
66 93 95
66 94 50
66 95 40
66 98 51
67 68 98
67 70 5
67 71 4
67 73 36
67 79 68
67 81 68
67 83 4
67 85 93
67 86 52
67 90 93
67 92 17
67 95 49
67 96 95
67 99 95
68 71 30
68 72 19
68 73 86
68 75 9
68 76 6
68 78 19
68 81 57
68 82 37
68 84 40
68 86 41
68 87 19
68 88 2
68 90 15
68 91 35
68 92 41
68 94 11
68 95 36
68 97 94
68 99 27
69 71 99
69 73 68
69 77 89
69 78 88
69 79 89
69 80 20
69 82 56
69 84 61
69 87 6
69 91 77
69 96 43
70 71 7
70 73 34
70 74 81
70 76 1
70 77 5
70 81 58
70 82 36
70 84 66
70 86 82
70 87 90
70 88 47
70 89 71
70 90 2
70 91 99
70 95 46
70 96 49
70 97 43
70 98 59
71 72 88
71 73 58
71 74 7
71 75 35
71 76 95
71 78 37
71 79 38
71 80 69
71 82 76
71 84 23
71 85 91
71 86 76
71 87 32
71 88 23
71 89 66
71 90 10
71 91 57
71 93 84
71 94 85
71 95 43
71 96 24
71 97 92
72 75 88
72 81 42
72 84 39
72 85 51
72 86 25
72 88 47
72 89 23
72 94 53
72 96 41
72 97 75
73 74 86
73 77 30
73 78 25
73 81 86
73 83 54
73 84 85
73 85 92
73 86 20
73 89 55
73 90 74
73 91 75
73 92 61
73 95 41
73 96 13
73 97 20
73 99 77
74 75 2
74 78 65
74 80 30
74 81 33
74 82 59
74 83 84
74 84 49
74 85 76
74 95 41
74 96 88
74 97 92
75 76 7
75 77 8
75 79 4
75 80 73
75 84 98
75 85 98
75 86 40
75 87 96
75 89 8
75 90 76
75 91 62
75 92 15
75 93 18
75 94 42
75 95 48
75 97 49
75 98 41
75 99 52
76 77 31
76 79 2
76 80 86
76 81 6
76 84 78
76 89 17
76 91 39
76 93 48
76 94 25
76 97 86
77 79 2
77 83 43
77 84 22
77 85 10
77 86 83
77 89 55
77 92 68
77 93 25
77 95 67
77 96 10
77 97 86
77 99 46
78 85 5
78 86 3
78 90 99
78 93 67
78 98 21
79 80 54
79 84 11
79 87 29
79 93 34
79 94 54
79 96 14
80 85 84
80 90 93
80 94 25
80 97 82
80 99 22
81 82 91
81 84 0
81 85 65
81 90 25
81 91 86
81 92 92
81 93 93
81 95 58
81 97 72
81 99 83
82 84 45
82 85 73
82 86 87
82 87 80
82 94 81
82 95 78
82 96 41
82 97 7
82 99 7
83 84 63
83 88 28
83 92 48
83 97 3
83 98 24
83 99 27
84 86 32
84 87 83
84 89 0
84 91 35
84 92 83
84 94 79
84 95 70
84 96 32
84 97 79
84 98 26
84 99 89
85 86 52
85 89 91
85 96 9
85 97 50
85 98 29
85 99 55
86 87 35
86 88 84
86 89 76
86 90 14
86 91 40
86 93 90
86 94 83
86 95 43
86 96 30
86 98 76
87 89 8
87 94 80
87 96 57
87 97 65
87 98 20
87 99 50
88 92 28
88 93 43
88 94 37
88 97 58
88 98 57
89 91 25
89 92 47
89 93 20
89 95 11
89 96 1
89 97 34
89 99 67
90 91 35
90 94 3
90 96 20
90 97 68
90 99 18
91 92 80
91 95 52
91 96 71
92 94 39
92 96 34
92 97 35
92 99 97
93 96 34
93 97 70
93 99 82
94 95 58
94 97 65
94 98 19
94 99 19
95 96 89
95 97 9
95 99 22
96 97 79
97 98 56
97 99 23
98 99 25
